Year,LocationAbbr,LocationDesc,GeographicLevel,DataSource,Class,Topic,Data_Value,Data_Value_Unit,Data_Value_Type,Data_Value_Footnote_Symbol,Data_Value_Footnote,StratificationCategory1,Stratification1,StratificationCategory2,Stratification2,TopicID,LocationID,Y_lat,X_lon,Georeference
2020,FL,St. Johns County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,130.3,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Sex,Overall,Race/Ethnicity,More than one race,T2,12109,29.88869666,-81.45087542,POINT (-81.45087542 29.88869666)
2020,AL,Dale County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,607.6,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Sex,Male,Race/Ethnicity,Overall,T2,01045,31.4392738,-85.61334229,POINT (-85.61334229 31.4392738)
2020,CO,Bent County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Overall,Race/Ethnicity,More than one race,T2,08011,37.95063648,-103.0566452,POINT (-103.0566452 37.95063648)
2020,ID,Minidoka County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,272.8,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Sex,Female,Race/Ethnicity,White,T2,16067,42.84467317,-113.6315013,POINT (-113.6315013 42.84467317)
2020,ID,Idaho County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Male,Race/Ethnicity,Black,T2,16049,45.83513377,-115.4663917,POINT (-115.4663917 45.83513377)
2020,IA,Pottawattamie County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Overall,Race/Ethnicity,Native Hawaiian or Other Pacific Islander,T2,19155,41.3395348,-95.54831385,POINT (-95.54831385 41.3395348)
2020,FL,Osceola County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Female,Race/Ethnicity,American Indian or Alaska Native,T2,12097,28.05810564,-81.14897019,POINT (-81.14897019 28.05810564)
2020,AZ,La Paz County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,370.3,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Sex,Male,Race/Ethnicity,More than one race,T2,04012,33.73341025,-113.9782551,POINT (-113.9782551 33.73341025)
2020,CT,Tolland County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Male,Race/Ethnicity,More than one race,T2,09013,41.85298958,-72.337294,POINT (-72.337294 41.85298958)
2020,GA,Paulding County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Overall,Race/Ethnicity,More than one race,T2,13223,33.92371136,-84.86143774,POINT (-84.86143774 33.92371136)
2020,AZ,Yavapai County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,208.6,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Sex,Female,Race/Ethnicity,American Indian or Alaska Native,T2,04025,34.60719489,-112.5465175,POINT (-112.5465175 34.60719489)
2020,AR,Johnson County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Overall,Race/Ethnicity,More than one race,T2,05071,35.57198701,-93.45218456,POINT (-93.45218456 35.57198701)
2020,AL,Crenshaw County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Female,Race/Ethnicity,Asian,T2,01041,31.73779257,-86.31468334,POINT (-86.31468334 31.73779257)
2020,CA,Amador County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,224,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Sex,Female,Race/Ethnicity,American Indian or Alaska Native,T2,06005,38.4421067,-120.6446715,POINT (-120.6446715 38.4421067)
2020,GA,Ware County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Female,Race/Ethnicity,Hispanic,T2,13299,31.05188914,-82.4203935,POINT (-82.4203935 31.05188914)
2020,AL,Cleburne County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Overall,Race/Ethnicity,Hispanic,T2,01029,33.67580625,-85.51950072,POINT (-85.51950072 33.67580625)
2020,IA,Wapello County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Overall,Race/Ethnicity,American Indian or Alaska Native,T2,19179,41.03057216,-92.41381143,POINT (-92.41381143 41.03057216)
2020,GA,Jeff Davis County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,422.2,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Sex,Overall,Race/Ethnicity,Black,T2,13161,31.80159956,-82.63408896,POINT (-82.63408896 31.80159956)
2020,GA,Liberty County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Female,Race/Ethnicity,More than one race,T2,13179,31.83551023,-81.50295571,POINT (-81.50295571 31.83551023)
2020,AL,Talladega County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Female,Race/Ethnicity,American Indian or Alaska Native,T2,01121,33.38588916,-86.16549054,POINT (-86.16549054 33.38588916)
2020,IA,Franklin County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,479,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Sex,Male,Race/Ethnicity,White,T2,19069,42.73180135,-93.26443244,POINT (-93.26443244 42.73180135)
2020,ID,Power County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Female,Race/Ethnicity,American Indian or Alaska Native,T2,16077,42.68935361,-112.8322812,POINT (-112.8322812 42.68935361)
2020,AL,Houston County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Female,Race/Ethnicity,Native Hawaiian or Other Pacific Islander,T2,01069,31.16395229,-85.29562851,POINT (-85.29562851 31.16395229)
2020,CO,Morgan County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Overall,Race/Ethnicity,American Indian or Alaska Native,T2,08087,40.25378809,-103.7968604,POINT (-103.7968604 40.25378809)
2020,CA,Stanislaus County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,267.9,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Sex,Female,Race/Ethnicity,American Indian or Alaska Native,T2,06099,37.55507903,-120.9908905,POINT (-120.9908905 37.55507903)
2020,GA,Troup County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Female,Race/Ethnicity,More than one race,T2,13285,33.03210283,-85.02324912,POINT (-85.02324912 33.03210283)
2020,FL,Seminole County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Overall,Race/Ethnicity,Native Hawaiian or Other Pacific Islander,T2,12117,28.71486137,-81.23397589,POINT (-81.23397589 28.71486137)
2020,AR,Crittenden County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Overall,Race/Ethnicity,More than one race,T2,05035,35.21282189,-90.30310953,POINT (-90.30310953 35.21282189)
2020,AL,Cullman County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,140.6,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Sex,Male,Race/Ethnicity,Hispanic,T2,01043,34.13578197,-86.86535723,POINT (-86.86535723 34.13578197)
2020,IA,Tama County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Female,Race/Ethnicity,Hispanic,T2,19171,42.07818486,-92.53903374,POINT (-92.53903374 42.07818486)
2020,CO,Summit County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Overall,Race/Ethnicity,More than one race,T2,08117,39.62886732,-106.1108712,POINT (-106.1108712 39.62886732)
2020,GA,Quitman County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,534.5,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Sex,Overall,Race/Ethnicity,Black,T2,13239,31.86778552,-85.01835898,POINT (-85.01835898 31.86778552)
2020,IA,Hancock County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Female,Race/Ethnicity,Native Hawaiian or Other Pacific Islander,T2,19081,43.08210224,-93.74056862,POINT (-93.74056862 43.08210224)
2020,CA,Butte County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,445.1,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Sex,Male,Race/Ethnicity,American Indian or Alaska Native,T2,06007,39.66214977,-121.5929039,POINT (-121.5929039 39.66214977)
2020,CO,Montrose County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,271.2,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Sex,Female,Race/Ethnicity,White,T2,08085,38.40140043,-108.267529,POINT (-108.267529 38.40140043)
2020,AK,Petersburg,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Overall,Race/Ethnicity,More than one race,T2,02195,56.83579724,-133.229917,POINT (-133.229917 56.83579724)
2020,IA,Jefferson County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,408.1,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Sex,Overall,Race/Ethnicity,White,T2,19101,41.03055782,-91.94991721,POINT (-91.94991721 41.03055782)
2020,FL,Martin County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,218.6,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Sex,Overall,Race/Ethnicity,White,T2,12085,27.0735184,-80.45010924,POINT (-80.45010924 27.0735184)
2020,AR,Independence County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Female,Race/Ethnicity,Native Hawaiian or Other Pacific Islander,T2,05063,35.74229088,-91.56710592,POINT (-91.56710592 35.74229088)
2020,CA,Shasta County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Female,Race/Ethnicity,Black,T2,06089,40.75840138,-122.0363525,POINT (-122.0363525 40.75840138)
2020,GA,Crisp County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,271.8,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Sex,Female,Race/Ethnicity,White,T2,13081,31.92107427,-83.76766352,POINT (-83.76766352 31.92107427)
2020,CO,Washington County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,209.5,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Sex,Female,Race/Ethnicity,White,T2,08121,39.96472833,-103.1982017,POINT (-103.1982017 39.96472833)
2020,IA,Bremer County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,333.5,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Sex,Overall,Race/Ethnicity,Overall,T2,19017,42.77665152,-92.32264152,POINT (-92.32264152 42.77665152)
2020,ID,Twin Falls County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,262.5,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Sex,Female,Race/Ethnicity,Overall,T2,16083,42.35128451,-114.6545874,POINT (-114.6545874 42.35128451)
2020,FL,Marion County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,257.3,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Sex,Male,Race/Ethnicity,More than one race,T2,12083,29.21077844,-82.05483535,POINT (-82.05483535 29.21077844)
2020,CA,Mono County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,377.7,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Sex,Male,Race/Ethnicity,Asian,T2,06051,37.9331125,-118.8836474,POINT (-118.8836474 37.9331125)
2020,CO,Summit County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Female,Race/Ethnicity,American Indian or Alaska Native,T2,08117,39.62886732,-106.1108712,POINT (-106.1108712 39.62886732)
2020,ID,Custer County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Male,Race/Ethnicity,American Indian or Alaska Native,T2,16037,44.23204473,-114.2749043,POINT (-114.2749043 44.23204473)
2020,AR,Johnson County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,498.5,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Sex,Overall,Race/Ethnicity,White,T2,05071,35.57198701,-93.45218456,POINT (-93.45218456 35.57198701)
2020,IA,Harrison County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Male,Race/Ethnicity,Black,T2,19085,41.68477197,-95.82033071,POINT (-95.82033071 41.68477197)
2020,AR,Crittenden County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Female,Race/Ethnicity,More than one race,T2,05035,35.21282189,-90.30310953,POINT (-90.30310953 35.21282189)
2020,CO,Delta County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,273.6,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Sex,Female,Race/Ethnicity,Overall,T2,08029,38.85890886,-107.8564985,POINT (-107.8564985 38.85890886)
2020,AL,Jefferson County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,443.5,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Sex,Male,Race/Ethnicity,White,T2,01073,33.55790924,-86.89670879,POINT (-86.89670879 33.55790924)
2020,CA,San Benito County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,172.7,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Sex,Male,Race/Ethnicity,More than one race,T2,06069,36.60584124,-121.061087,POINT (-121.061087 36.60584124)
2020,GA,Hall County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Male,Race/Ethnicity,More than one race,T2,13139,34.3176604,-83.81750051,POINT (-83.81750051 34.3176604)
2020,AL,Clarke County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Female,Race/Ethnicity,Hispanic,T2,01025,31.68475275,-87.827429,POINT (-87.827429 31.68475275)
2020,GA,Liberty County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Male,Race/Ethnicity,More than one race,T2,13179,31.83551023,-81.50295571,POINT (-81.50295571 31.83551023)
2020,CO,Kit Carson County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Male,Race/Ethnicity,Native Hawaiian or Other Pacific Islander,T2,08063,39.29872637,-102.5990504,POINT (-102.5990504 39.29872637)
2020,GA,Spalding County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Male,Race/Ethnicity,More than one race,T2,13255,33.26041339,-84.28391543,POINT (-84.28391543 33.26041339)
2020,FL,Polk County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,369.5,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Sex,Overall,Race/Ethnicity,Black,T2,12105,27.9460498,-81.69939066,POINT (-81.69939066 27.9460498)
2020,GA,McIntosh County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Overall,Race/Ethnicity,Asian,T2,13191,31.50194051,-81.41473267,POINT (-81.41473267 31.50194051)
2020,AK,Nome,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,561.7,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Sex,Overall,Race/Ethnicity,American Indian or Alaska Native,T2,02180,64.90397704,-163.9462296,POINT (-163.9462296 64.90397704)
2020,CA,Lake County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,258.6,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Sex,Female,Race/Ethnicity,Black,T2,06033,39.09812912,-122.746033,POINT (-122.746033 39.09812912)
2020,FL,Santa Rosa County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Male,Race/Ethnicity,Native Hawaiian or Other Pacific Islander,T2,12113,30.73238824,-87.01244177,POINT (-87.01244177 30.73238824)
2020,GA,Pike County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,359.6,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Sex,Overall,Race/Ethnicity,White,T2,13231,33.09098499,-84.38664209,POINT (-84.38664209 33.09098499)
2020,AR,Crittenden County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,281.4,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Sex,Female,Race/Ethnicity,White,T2,05035,35.21282189,-90.30310953,POINT (-90.30310953 35.21282189)
2020,AL,Marion County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Overall,Race/Ethnicity,Hispanic,T2,01093,34.14078815,-87.88494501,POINT (-87.88494501 34.14078815)
2020,GA,Appling County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Male,Race/Ethnicity,Native Hawaiian or Other Pacific Islander,T2,13001,31.74871042,-82.28584187,POINT (-82.28584187 31.74871042)
2020,CA,Tulare County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,431.1,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Sex,Overall,Race/Ethnicity,White,T2,06107,36.22067724,-118.793141,POINT (-118.793141 36.22067724)
2020,AK,Sitka,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Male,Race/Ethnicity,White,T2,02220,57.23687442,-135.2842908,POINT (-135.2842908 57.23687442)
2020,GA,Pike County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Male,Race/Ethnicity,Native Hawaiian or Other Pacific Islander,T2,13231,33.09098499,-84.38664209,POINT (-84.38664209 33.09098499)
2020,CO,Bent County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,364,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Sex,Male,Race/Ethnicity,Hispanic,T2,08011,37.95063648,-103.0566452,POINT (-103.0566452 37.95063648)
2020,GA,Bibb County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Male,Race/Ethnicity,Native Hawaiian or Other Pacific Islander,T2,13021,32.80136355,-83.69298879,POINT (-83.69298879 32.80136355)
2020,CO,Conejos County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,192.1,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Sex,Female,Race/Ethnicity,White,T2,08021,37.19580633,-106.1837003,POINT (-106.1837003 37.19580633)
2020,GA,Madison County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Overall,Race/Ethnicity,Asian,T2,13195,34.12769461,-83.20630677,POINT (-83.20630677 34.12769461)
2020,AR,Cleveland County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,661.6,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Sex,Male,Race/Ethnicity,Black,T2,05025,33.90486426,-92.17715132,POINT (-92.17715132 33.90486426)
2020,GA,Emanuel County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Overall,Race/Ethnicity,Native Hawaiian or Other Pacific Islander,T2,13107,32.58565354,-82.30142803,POINT (-82.30142803 32.58565354)
2020,IA,Keokuk County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,270.5,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Sex,Female,Race/Ethnicity,Overall,T2,19107,41.33527751,-92.1812403,POINT (-92.1812403 41.33527751)
2020,AL,Greene County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Male,Race/Ethnicity,Asian,T2,01063,32.85965577,-87.95161409,POINT (-87.95161409 32.85965577)
2020,AL,Baldwin County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,647.5,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Sex,Male,Race/Ethnicity,Black,T2,01003,30.74311979,-87.72479593,POINT (-87.72479593 30.74311979)
2020,GA,Douglas County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,607.8,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Sex,Male,Race/Ethnicity,White,T2,13097,33.70332809,-84.76489924,POINT (-84.76489924 33.70332809)
2020,GA,Bacon County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,377.5,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Sex,Female,Race/Ethnicity,White,T2,13005,31.55262512,-82.44844815,POINT (-82.44844815 31.55262512)
2020,GA,Richmond County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,108.5,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Sex,Female,Race/Ethnicity,Hispanic,T2,13245,33.36402065,-82.07349647,POINT (-82.07349647 33.36402065)
2020,AL,Marion County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,688.7,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Sex,Overall,Race/Ethnicity,Black,T2,01093,34.14078815,-87.88494501,POINT (-87.88494501 34.14078815)
2020,AL,Houston County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Female,Race/Ethnicity,More than one race,T2,01069,31.16395229,-85.29562851,POINT (-85.29562851 31.16395229)
2020,AL,Marengo County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Female,Race/Ethnicity,More than one race,T2,01091,32.25343815,-87.78787764,POINT (-87.78787764 32.25343815)
2020,DE,Kent County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Female,Race/Ethnicity,American Indian or Alaska Native,T2,10001,39.08694017,-75.56905013,POINT (-75.56905013 39.08694017)
2020,AZ,Coconino County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,188.4,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Sex,Female,Race/Ethnicity,More than one race,T2,04005,35.84145071,-111.759932,POINT (-111.759932 35.84145071)
2020,AR,Grant County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,143.7,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Sex,Overall,Race/Ethnicity,Hispanic,T2,05053,34.29288372,-92.41743835,POINT (-92.41743835 34.29288372)
2020,AR,Fulton County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Female,Race/Ethnicity,More than one race,T2,05049,36.37830529,-91.81892729,POINT (-91.81892729 36.37830529)
2020,AZ,Cochise County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,149.2,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Sex,Overall,Race/Ethnicity,Asian,T2,04003,31.89035773,-109.7507191,POINT (-109.7507191 31.89035773)
2020,IA,Floyd County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,475.5,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Sex,Male,Race/Ethnicity,Overall,T2,19067,43.06293049,-92.79310346,POINT (-92.79310346 43.06293049)
2020,GA,Elbert County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,554.7,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Sex,Male,Race/Ethnicity,Overall,T2,13105,34.11616045,-82.84071277,POINT (-82.84071277 34.11616045)
